ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTE
5878	Kuruaya	KILL	aoka	aoka	ao + k a	ao + k a	1289	9371 2377	NECK BREAK		
6211	Mawe	KILL	auka	auka	au + k a	au + k a	1289	9371 2377	NECK BREAK		
6546	Awetí	KILL	kɨ̃j	kɨ̃j	k ɨ̃ j	k ɨ̃ - - - j - -	2365	3154	KILL		
6879	Parakana	KILL	tʃoka	tʃoka	tʃ o + k a	tʃ o + - k - - a	1289	9371 2377	NECK BREAK		
7174	Asuriní Tocantins	KILL	soka	soka	s o + k a	s o + - k - - a	1289	9371 2377	NECK BREAK		
7452	Surui-Aikewara	KILL	suka	suka	s u + k a	s u + k a	1289	9371 2377	NECK BREAK		
7754	Tapirapé	KILL	tʃokã	tʃokã	tʃ o + k ã	tʃ o + - k - - ã	1289	9371 2377	NECK BREAK		
8056	Tembe	KILL	zukə	zukə	z u + k ə	z u + - k - - ə	1289	9371 2377	NECK BREAK		
8387	Guajajara	KILL	zuka	zuka	z u + k a	z u + - k - - a	1289	9371 2377	NECK BREAK		
8690	Apiaka	KILL	suka	suka	s u + k a	s u + - k - - a	1289	9371 2377	NECK BREAK		
8990	Parintintin	KILL	ɲuka	ɲuka	ɲ u + k a	ɲ u + - k - - a	1289	9371 2377	NECK BREAK		
9319	Amondawa	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
9634	Tenharim	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
9854	Jiahoi	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
10066	Urueuwauwau	KILL	ɲuka	ɲuka	ɲ u + k a	ɲ u + - k - - a	1289	9371 2377	NECK BREAK		
10255	Wirafed	KILL	juká	juká	j u + k á	j u + - k - - á	1289	9371 2377	NECK BREAK		
10410	Kayabi	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
10672	Araweté	KILL	ʒukə	ʒukə	ʒ u + k ə	ʒ u + - k - - ə	1289	9371 2377	NECK BREAK		
11015	Guajá	KILL	ika	ika	i + k a	- i + - k - - a	1289	9371 2377	NECK BREAK		
11421	Teko	KILL	dʒika	dʒika	dʒ i + k a	dʒ i + - k - - a	1289	9371 2377	NECK BREAK		
11814	Wayampi	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
12134	Zo'e	KILL	dʒuke	dʒuke	dʒ u + k e	dʒ u + k e	1289	9371 2377	NECK BREAK		
12410	Ka'apor	KILL	jukʷa	jukʷa	j u + kʷ a	j u + - kʷ - - a	1289	9371 2377	NECK BREAK		
12684	Anambe	KILL	jukã	jukã	j u + k ã	j u + - k - - ã	1289	9371 2377	NECK BREAK		
12986	Kamajura	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
13259	Asuriní Xingu	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
13498	Ava Canoeiro	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
13800	Tupinambá	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
14179	Nheengatu	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
14494	Tupí Austral	KILL	juká	juká	j u + k á	j u + - k - - á	1289	9371 2377	NECK BREAK		
14749	Yuki	KILL	jukja	jukja	j u + kʲ a	j u + kʲ a	1289	9371 2377	NECK BREAK		
15013	Guarayo Hoeller	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
15342	Siriono	KILL	ɨkia	ɨkia	ɨ k ia	ɨ k ia	1289	2377	KILL		
15621	Warazu	KILL	ðuka	ðuka	ð u + k a	ð u + - k - - a	1289	9371 2377	NECK BREAK		
15885	Chiriguano	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
16078	Jora	KILL	dutʃa	dutʃa	d u + tʃ a	d u + - tʃ - - a	1289	9371 2377	NECK BREAK		
16302	Mbya	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
16652	Guaraní	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
16992	Old Guaraní	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
17274	Ache	KILL	juka	juka	j u + k a	j u + - k - - a	1289	9371 2377	NECK BREAK		
17514	Xeta	KILL	dʒuga	dʒuga	dʒ u + g a	dʒ u + - g - - a	1289	9371 2377	NECK BREAK		
17738	Kaiowa	KILL	juká	juká	j u + k á	j u + - k - - á	1289	9371 2377	NECK BREAK		
18007	Tapiete	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
18243	Ñandeva	KILL	dʒuka	dʒuka	dʒ u + k a	dʒ u + - k - - a	1289	9371 2377	NECK BREAK		
18337	Apapokuva	KILL	mokaɲɨ̃	mokaɲɨ̃	m o k a ɲ ɨ̃	m o - - k a ɲ ɨ̃	1289	9371	KILL		
18500	Omagua	KILL	umanuta	umanuta	u m a n u t a	u m a n u t a	1293	9373	KILL		
18779	Kokama	KILL	umanuta	umanuta	u m a n u t a	u m a n u t a	1293	9373	KILL		
20562	Gavião	KILL	tsaga / aka / abiì	aka	a k a	a k a	1289	2377	KILL		Singular object
20563	Gavião	KILL	tsaga / aka / abiì	abiì	a b i ì	a b i ì	2992	908	KILL		Plural object
21516	Uruku	KILL	párakmia	párakmia	p á r a k + m ia	p á r a k + m ia	3270	1325 9370	? KILL		
22281	Akuntsu	KILL	mi / pɨ / õba	õba	õ b a	õ b a	1291	8612	HIT		
23656	Açuã Tupi	KILL	dʒukɛ	dʒukɛ	dʒ u + k ɛ	dʒ u + k ɛ	1289	9371 2377	NECK BREAK		
24620	LGA XVIII	KILL	juka	juka	j u + k a	j u + k a	1289	9371 2377	NECK BREAK		
29191	Kawahiva	KILL	juka	juka	j u + k a	j u + k a	1289	9371 2377	NECK BREAK		
176	Karo	KINGFISHER	tserek	tserek	ts e r e k	ts e r e k - - - - -	1301	9443	KING.FISHER		
493	Purubora	KINGFISHER	ʃedet	ʃedet	ʃ e d e t	ʃ e - d - - e - t	1301	9443	KING.FISHER		
1316	Wayoro	KINGFISHER	ɨgɨtʃĩn	ɨgɨtʃĩn	ɨ g ɨ tʃ ĩ n	- - - - ɨ g ɨ tʃ ĩ n	5188	3770	KING.FISHER		
1663	Tupari	KINGFISHER	ipotkat	ipotkat	i p o t k a t	i p o t - k a t - -	5187	3769	KING.FISHER		
2051	Akuntsu	KINGFISHER	kɨno	kɨno	k ɨ n ũ	- - k ɨ n ũ - -	1297	9440	KING.FISHER		
2403	Mekens	KINGFISHER	kɨɨt / kɨ̃ɨ̃n	kɨɨt	k ɨː t	- - - - - k ɨː t - -	1297	9440	KING.FISHER		
2404	Mekens	KINGFISHER	kɨɨt / kɨ̃ɨ̃n	kɨ̃ɨ̃n	k ɨ̃ː n	- - - - - k ɨ̃ː - - n	1297	9440	KING.FISHER		
2894	Gavião	KINGFISHER	itsanoʔaa	itsanoʔaa	i ts a n o ʔ aː	- i ts a n o ʔ aː	1296	9438	KING.FISHER		
3248	Monde	KINGFISHER	iʃano	iʃano	i ʃ a n o	- i ʃ a n o - -	1296	9438	KING.FISHER		
3794	Zoro	KINGFISHER	itsanap	itsanap	i ts a n a p	- i ts a n a p -	1296	9438	KING.FISHER		
4051	Surui-Paiter	KINGFISHER	kiʃãnaa	kiʃãnaa	k i ʃ ã n aː	k i ʃ ã n aː - -	1296	9438	KING.FISHER		
4355	Karitiana	KINGFISHER	takt takt	takt takt	t a k t + t a k t	t a k t + t a k t	5190	3772 3772	KING.FISHER KING.FISHER		
5179	Juruna	KINGFISHER	adura	adura	a d u r a	- a d u r a - - - -	1295	9441	KING.FISHER		
5537	Mundurukú	KINGFISHER	adʒorá	adʒorá	a dʒ o r á	- a dʒ o r á - - - -	1295	9441	KING.FISHER		
5879	Kuruaya	KINGFISHER	adora	adora	a d o r a	- a d o r a - - - -	1295	9441	KING.FISHER		
6212	Mawe	KINGFISHER	arirãpa	arirãpa	a ɾ i ɾ ã p a	- a ɾ i ɾ ã p a - -	5186	3768	KING.FISHER		
6547	Awetí	KINGFISHER	pirekɨtaŋ	pirekɨtaŋ	p i ɾ e + k ɨ t a ŋ	p i ɾ e + k ɨ t a ŋ	5193	3775 9440	? KING.FISHER		
6880	Parakana	KINGFISHER	ʃawaʃi	ʃawaʃi	ʃ a w a ʃ i	ʃ a w a - - ʃ i - - - -	1298	9439	KING.FISHER		
8057	Tembe	KINGFISHER	ariram	ariram	a r i r a m	- a r i r a m - - -	5186	3768	KING.FISHER		
8388	Guajajara	KINGFISHER	wirapiana / zawaʃi	wirapiana	w i r a p ia n a	w i r a - - p ia n a	5186	3768	KING.FISHER		
8389	Guajajara	KINGFISHER	wirapiana / zawaʃi	zawaʃi	z a w a ʃ i	z a w a - - ʃ i - - - -	1298	9439	KING.FISHER		
8991	Parintintin	KINGFISHER	jataβoti	jataβoti	j a t a β o t i	j a t a β o t i - - - -	1298	9439	KING.FISHER		
9320	Amondawa	KINGFISHER	jataβoʃi	jataβoʃi	j a t a β o ʃ i	j a t a β o ʃ i - - - -	1298	9439	KING.FISHER		
9635	Tenharim	KINGFISHER	jataβoti	jataβoti	j a t a β o t i	j a t a β o t i - - - -	1298	9439	KING.FISHER		
11815	Wayampi	KINGFISHER	yawasi	yawasi	k a w a s i	k a w a - - s i	1298	9439	KING.FISHER		
12411	Ka'apor	KINGFISHER	warirã hu	warirã hu	w a r i r ã + h u	w a r i r ã - - - - + h u	5186	3768 1650	KING.FISHER BIG		
12987	Kamajura	KINGFISHER	ipirautsat	ipirautsat	i p i r au ts a t	i p i r au ts a t - -	5192	3774	KING.FISHER		
13801	Tupinambá	KINGFISHER	jawasatiwasu	jawasatiwasu	j a w a s a t i + w a s u	j a w a s a t i + w a s u	1298	9439 1650	KING.FISHER BIG		
15014	Guarayo Hoeller	KINGFISHER	jagʷatatʃi	jagʷatatʃi	j a gʷ a t a tʃ i	j a gʷ a t a tʃ i	1298	9439	KING.FISHER		
16303	Mbya	KINGFISHER	ɲanaʔi / javaʃi	ɲanaʔi	ɲ a n a ʔ i	- - ɲ a n a ʔ i	1298	9439	KING.FISHER		
17515	Xeta	KINGFISHER	haga / hoko	haga	h a g a	h a g a	1300	9442	KING.FISHER		
19071	Guaraní	KINGFISHER	javatĩ	javatĩ	j a ʋ a t ĩ	j a ʋ a - - t ĩ	1298	9439	KING.FISHER		
21635	Teko	KINGFISHER	dzawatsi	dzawatsi	dz a w a ts i	dz a w a ts i	1298	9439	KING.FISHER		
22445	Mbya	KINGFISHER	ɲanaʔi / javaʃi	javaʃi	j a v a ʃ i	j a v a ʃ i	1298	9439	KING.FISHER		
23095	Guajá	KINGFISHER	hairə	hairə	h ai r ə	h ai r ə	5186	3768	KING.FISHER		
23647	Açuã Tupi	KINGFISHER	dʒɛtabahju	dʒɛtabahju	dʒ ɛ t a b a + h j u	dʒ ɛ t a b a + h j u	1298	9439 1650	KING.FISHER BIG		
23867	Warazu	KINGFISHER	ðaratátsɨ	ðaratátsɨ	ð a r a t á ts ɨ	ð a r a t á ts ɨ	1298	9439	KING.FISHER		
25194	Makurap	KINGFISHER	karaga	karaga	k a r a g a	k a r a g a	5189	3771	KING.FISHER		
25957	Xeta	KINGFISHER	haga / hoko	hoko	h o k o	h o k o	1300	9442	KING.FISHER		
26568	Siriono	KINGFISHER	njɨtashɨ	njɨtashɨ	ɲ ɨ t a ʃ ɨ	ɲ ɨ t a ʃ ɨ	1298	9439	KING.FISHER		
27911	Mundurukú Natterer	KINGFISHER	atura	atura	a t u r a	a t u r a	1295	9441	KING.FISHER		
28184	Arua	KINGFISHER	itʃãrom	itʃãrom	i tʃ ã r o m	i tʃ ã r o m	1296	9438	KING.FISHER		
25157	Açuã Tupi	KISS	pitid	pitid	p i t i d	p i t i d	5170	15850	SUCK		
25258	Ache	KISS	dʒurupɨtʃe	dʒurupɨtʃe	dʒ u r u + p ɨ tʃ e	- dʒ u r u - - + p ɨ tʃ e	5412	11048 3739	MOUTH LICK		
25259	Chiriguano	KISS	ẽtu	ẽtu	ẽ t u	ẽ t u	5659	3987	KISS		
25260	Siriono	KISS	siite	siite	s iː t e	s iː t e	5658	4211	KISS		
25261	Wayampi	KISS	juwɨ	juwɨ	j u w ɨ	j u w ɨ	5657	4210	KISS		
25262	Guaraní	KISS	dʒurupɨte	dʒurupɨte	dʒ u ɾ u + p ɨ t e	- dʒ u ɾ u - - + p ɨ t e	5412	11048 3739	MOUTH LICK		
26157	Guajajara	KISS	zurupɨter	zurupɨter	z u r u + p ɨ t e r	- z u r u - - + p ɨ t e r	5412	11048 3739	MOUTH LICK		
26158	Guajajara	KISS	durupɨter	durupɨter	d u r u + p ɨ t e r	- d u r u - - + p ɨ t e r	5412	11048 3739	MOUTH LICK		
26530	Mekens	KISS	tɨkʷa	tɨkʷa	t ɨ kʷ a	t ɨ kʷ a	5513	1026	KISS		
26645	Teko	KISS	putet	putet	p u t e t	p u t e t	5170	15850	SUCK		
27110	Yuki	KISS	siete	siete	s ie t e	s ie t e	5658	4211	KISS		
27574	Omagua	KISS	muʃa	muʃa	m u ʃ a	m u ʃ a	6158	4841	KISS		
28283	Akuntsu	KISS	takʷa	takʷa	t a kʷ a	t a kʷ a	5513	1026	KISS		
177	Karo	KNEE	ijɨnkaʔ	ijɨnkaʔ	i j ɨ + n k a ʔ	i j ɨ + n k a ʔ	1311	9479 9480	KNEE ?		
494	Purubora	KNEE	mihõrã (ɲ)	mihõrã	m i h õ r ã	m i h õ r ã - - -	1307	9476	KNEE		
766	Ramarama	KNEE	uŋgá	uŋgá	u n/g á	- u n/g á - - - -	1311	9480	KNEE		
980	Makurap	KNEE	kapiãʔ	kapiãʔ	k a p iã ʔ	- k - a - - p iã ʔ - - -	1303	9473	KNEE		
1317	Wayoro	KNEE	okɨmĩã	okɨmĩã	o k ɨ m ĩã	- o - - k ɨ m ĩã	3813	2100	KNEE		
1664	Tupari	KNEE	mjãkʔã	mjãkʔã	m iã k ʔ ã	m iã k ʔ ã	1307	9476	KNEE		
2052	Akuntsu	KNEE	amina	amina	a m ĩ n a	- a m ĩ n - a -	3813	2100	KNEE		
2405	Mekens	KNEE	esegap	esegap	e s e g a p	- e s e g a p -	1304	9474	KNEE		
2895	Gavião	KNEE	tsabi kaap	tsabi kaap	ts a b i + k aː p	- ts - a - - b i + k aː p	3818	2102 9474	KNEE ?		
3249	Monde	KNEE	zabikap	zabikap	z a b i + k a p	z a b i + k a p	3818	2102 9474	KNEE ?		
3489	Arua	KNEE	tsabikap	tsabikap	ts a b i + k a p	ts a b i + k a p	3818	2102 9474	KNEE ?		
3795	Zoro	KNEE	sabikaap	sabikaap	s a b i + k aː p	s a b i + k aː p	3818	2102 9474	KNEE ?		
4052	Surui-Paiter	KNEE	habikaba	habikaba	ɬ a b i + k a b + a	ɬ a b i + k a b + a	3818	2102 9474 13525	KNEE ? ROUND		
4356	Karitiana	KNEE	saewotɨt	saewotɨt	s ae w o t ɨ t	s ae w o t ɨ t	1310	9478	KNEE		
4588	Arikem	KNEE	pikinju	pikinju	p i k i nʲ u	p i k i nʲ u	3817	2101	KNEE		
4848	Xipaya	KNEE	mã	mã	m ã	m ã - - - - - - -	1307	9476	KNEE		
5180	Juruna	KNEE	maʔã	maʔã	m a ʔ ã	m a ʔ ã - - - - -	1307	9476	KNEE		
5538	Mundurukú	KNEE	ŋʔa / əŋ	ŋʔa	ŋ ʔ a	ŋ ʔ a	3819	2103	KNEE		
5880	Kuruaya	KNEE	õŋʔa	õŋʔa	õ ŋ ʔ a	- - - õ ŋ ʔ - - - a - -	3819	2103	KNEE		
6213	Mawe	KNEE	mɨʔakaŋʔa	mɨʔakaŋʔa	m ɨ ʔ a k a ŋ ʔ a	m ɨ ʔ a k a ŋ ʔ a	1307	9476	KNEE		
6548	Awetí	KNEE	pɨʔã	pɨʔã	p ɨ ʔ ã	- - - - - - p ɨ ʔ ã - -	1303	9473	KNEE		
6881	Parakana	KNEE	etʃameβ	etʃameβ	e tʃ a m e β	- e tʃ a m e β -	3821	2105	KNEE		
7453	Surui-Aikewara	KNEE	kanawa	kanawa	k a n a w a	k - a n a w a -	1306	9475	KNEE		
7755	Tapirapé	KNEE	kanãwã	kanãwã	k a n ã w ã	k - a n ã w ã -	1306	9475	KNEE		
8058	Tembe	KNEE	pinərəg	pinərəg	p i n ə r ə g	- p i n - - ə r ə g - -	1305	9472	KNEE		
8390	Guajajara	KNEE	penərəg	penərəg	p e n ə r ə g	p e n ə r - ə g	1305	9472	KNEE		
8691	Apiaka	KNEE	ĩnĩpɨʔã̃	ĩnĩpɨʔã̃	ĩ n ĩ p ɨ ʔ aː	- ĩ n ĩ - - p ɨ ʔ aː - -	1303	9473	KNEE		
8992	Parintintin	KNEE	enɨpɨʔã	enɨpɨʔã	e n ɨ p ɨ ʔ ã	- e n ɨ - - p ɨ ʔ ã - -	1303	9473	KNEE		
9321	Amondawa	KNEE	eɨpɨʔã / inɨpɨʔa	eɨpɨʔã	eɨ p ɨ ʔ ã	- - - eɨ - - p ɨ ʔ ã - -	1303	9473	KNEE		
9636	Tenharim	KNEE	inũpɨʔə	inũpɨʔə	i n ũ p ɨ ʔ ə	- i n ũ - - p ɨ ʔ ə - -	1303	9473	KNEE		
10067	Urueuwauwau	KNEE	anɨpɨʔã	anɨpɨʔã	a n ɨ p ɨ ʔ ã	- a n ɨ - - p ɨ ʔ ã - -	1303	9473	KNEE		
10411	Kayabi	KNEE	enupɨʔã	enupɨʔã	e n u p ɨ ʔ ã	- e n u - - p ɨ ʔ ã - -	1303	9473	KNEE		
11016	Guajá	KNEE	paranɨ̃	paranɨ̃	p a r a n ɨ̃	p a r a n - ɨ̃ -	1305	9472	KNEE		
11422	Teko	KNEE	enɨpuʔa	enɨpuʔa	e n ɨ p u ʔ a	- e n ɨ - - p u ʔ a - -	1303	9473	KNEE		
11816	Wayampi	KNEE	enɨpaʔã	enɨpaʔã	e n ɨ p a ʔ ã	- e n ɨ - - p a ʔ ã - -	1303	9473	KNEE		
12135	Zo'e	KNEE	anarepɨ̃ã	anarepɨ̃ã	a n a r e p ɨ̃ã	- a n a r e p ɨ̃ã - - - -	1303	9473	KNEE		
12412	Ka'apor	KNEE	kanawaj	kanawaj	k a n a w a j	k - a n a w a j	1306	9475	KNEE		
12685	Anambe	KNEE	inapɨʔɨ̃	inapɨʔɨ̃	i n a p ɨ ʔ ɨ̃	- i n a - - p ɨ ʔ ɨ̃ - -	1303	9473	KNEE		
12988	Kamajura	KNEE	perenan	perenan	p e r e n a n	p e r e n - a n	1305	9472	KNEE		
13260	Asuriní Xingu	KNEE	kanawa	kanawa	k a n a w a	k - a n a w a -	1306	9475	KNEE		
13499	Ava Canoeiro	KNEE	ɨpɨa	ɨpɨa	ɨ p ɨa	- - - ɨ - - p ɨa - - - -	1303	9473	KNEE		
13802	Tupinambá	KNEE	enɨpɨʔa	enɨpɨʔa	e n ɨ p ɨ ʔ a	- e n ɨ - - p ɨ ʔ a - -	1303	9473	KNEE		
14180	Nheengatu	KNEE	inipia	inipia	i n i p ia	- i n i - - p ia - - - -	1303	9473	KNEE		
14750	Yuki	KNEE	nia	nia	n ia	n - ia	1308	9481	KNEE		
15015	Guarayo Hoeller	KNEE	enɨpɨa	enɨpɨa	e n ɨ p ɨa	- e n ɨ - - p ɨa - - - -	1303	9473	KNEE		
15343	Siriono	KNEE	niã	niã	n iã	n - iã	1308	9481	KNEE		
15622	Warazu	KNEE	enipɨʔə	enipɨʔə	e n i p ɨ ʔ ə	- e n i - - p ɨ ʔ ə - -	1303	9473	KNEE		
15886	Chiriguano	KNEE	enepɨa	enepɨa	e n e p ɨa	- e n e - - p ɨa - - - -	1303	9473	KNEE		
16304	Mbya	KNEE	enapɨʔã	enapɨʔã	e n a p ɨ ʔ ã	- e n a - - p ɨ ʔ ã - -	1303	9473	KNEE		
16653	Guaraní	KNEE	enɨpɨʔa	enɨpɨʔa	e n ɨ p ɨ ʔ a	- e n ɨ - - p ɨ ʔ a - -	1303	9473	KNEE		
16993	Old Guaraní	KNEE	tenɨpɨʔã	tenɨpɨʔã	t e n ɨ p ɨ ʔ ã	t e n ɨ - - p ɨ ʔ ã - -	1303	9473	KNEE		
17275	Ache	KNEE	kmana	kmana	k m a n a	k m a n a - - -	1306	9475	KNEE		
17739	Kaiowa	KNEE	hetɨmɨʔã	hetɨmɨʔã	h e t ɨ m ɨ ʔ ã	h e t ɨ m ɨ ʔ ã	1303	9473	KNEE		
18008	Tapiete	KNEE	tɨnɨmpɨã	tɨnɨmpɨã	t ɨ n ɨ m p ɨã	t ɨ n ɨ m p ɨã	1303	9473	KNEE		
18244	Ñandeva	KNEE	takã / enɨpɨʔã	takã	t a k ã	t a - - k ã - -	3820	2104	KNEE		
18245	Ñandeva	KNEE	takã / enɨpɨʔã	enɨpɨʔã	e n ɨ p ɨ ʔ ã	- e n ɨ - - p ɨ ʔ ã - -	1303	9473	KNEE		
18501	Omagua	KNEE	sɪnupua	sɪnupua	s ɪ n u p ua	s ɪ n u - - p ua - - - -	1303	9473	KNEE		
18780	Kokama	KNEE	tsenepia	tsenepia	ts e n e p ia	ts e n e - - p ia - - - -	1303	9473	KNEE		
19385	Asuriní Tocantins	KNEE	kanawá	kanawá	k a n a w á	k a n a w á	1306	9475	KNEE		
21502	Uruku	KNEE	jɨdnga	jɨdnga	j ɨ + d n g a	j ɨ + d n g a	1311	9479 9480	KNEE ?		
22062	Kepkiriwat	KNEE	tarahã	tarahã	t a r a h ã	t a r a h ã	2445	2099	KNEE		
23564	Açuã Tupi	KNEE	ɛ̃nɛ̃piʔje	ɛ̃nɛ̃piʔje	ɛ̃ n ɛ̃ p i ʔ j e	ɛ̃ n ɛ̃ p i ʔ j e	1303	9473	KNEE		
24530	Amondawa	KNEE	eɨpɨʔã / inɨpɨʔa	inɨpɨʔa	i n ɨ p ɨ ʔ a	i n ɨ p ɨ ʔ a	1303	9473	KNEE		
24531	Karipuna	KNEE	edɨpɨã	edɨpɨã	e d ɨ p ɨã	e d ɨ p ɨã	1303	9473	KNEE		
24621	LGA XVIII	KNEE	enɨpɨam	enɨpɨam	e n ɨ p ɨ a m	e n ɨ p ɨ a m	1303	9473	KNEE		
26146	Xeta	KNEE	napwa	napwa	n a pʷ a	n a pʷ a	1303	9473	KNEE		
26702	Mundurukú	KNEE	ŋʔa / əŋ	əŋ	ə ŋ	ə ŋ	1303	9473	KNEE		
27774	Tupinambá	KNEE	ʒenepia	ʒenepia	ʒ e n e p i a	ʒ e n e p i a	1303	9473	KNEE		
29188	Kawahiva	KNEE	iɾeɾɨpɨʔa	iɾeɾɨpɨʔa	i ɾ e ɾ ɨ p ɨ ʔ a	i ɾ e ɾ ɨ p ɨ ʔ a	1303				
25478	Ache	KNEEL	kmarã	kmarã	k m a r ã	k m a r ã	5717	9475	KNEE		
26188	Guajajara	KNEEL	penərəŋ	penərəŋ	p e n ə r ə ŋ	p e n ə r ə ŋ	5719	9472	KNEE		
26189	Tembe	KNEEL	penərəŋ	penərəŋ	p e n ə r ə ŋ	p e n ə r ə ŋ	5719	9472	KNEE		
26661	Teko	KNEEL	dʒekatãboɨk	dʒekatãboɨk	dʒ e k a t ã b oɨ k	dʒ e k a t ã b oɨ k	5535	4264	KNEEL		
26828	Siriono	KNEEL	ɲiä ndese	ɲiä ndese	ɲ i ä + n/d e s e	ɲ i ä + n/d e s e	5718	9481 4263	KNEE ?		
26830	Yuki	KNEEL	kusui	kusui	k u s ui	k u s ui	5720	4265	KNEEL		
27144	Chiriguano	KNEEL	atɨka	atɨka	a t ɨ k a	a t ɨ k a	5974	2815	KNEEL		
27327	Guaraní	KNEEL	ɲesũ	ɲesũ	ɲ e s ũ	ɲ e s ũ	6015	4630	KNEEL		
27575	Omagua	KNEEL	sɪnupua	sɪnupua	s ɪ n u p ua	s ɪ n u - - p ua - - - -	1303	9473	KNEE		
29061	Guarayo Hoeller	KNEEL	ɲenɨ̃pɨa	ɲenɨ̃pɨa	ɲ e n ɨ̃ p ɨa	ɲ e n ɨ̃ p ɨa	6579	5317	KNEEL		
178	Karo	KNIFE	ianakaʔ	ianakaʔ	ia n a k a ʔ	- - - ia n a k a ʔ	3712	1953	KNIFE		
495	Purubora	KNIFE	(h)opá	opá	o p a	- - - o p a	3715	1956	KNIFE		
672	Ntogapid-Itogapuk	KNIFE	biʃá / ijá	biʃá	b i ʃ a	- - - - b i ʃ a -	1313	9533	KNIFE		
673	Ntogapid-Itogapuk	KNIFE	biʃá / ijá	ijá	i j a	- - - i j a	1316	9536	KNIFE		
767	Ramarama	KNIFE	ijápokpak	ijápokpak	i j a p o k p a k	i j a p o k p a k	1316	9536	KNIFE		
981	Makurap	KNIFE	ɲəi	ɲəi	ɲ əi	ɲ əi	1317	9534	KNIFE		
1318	Wayoro	KNIFE	ŋɨtek	ŋɨtek	ŋ ɨ t e k	ŋ ɨ t e k - -	3717	1958	KNIFE		
1665	Tupari	KNIFE	potpe	potpe	p o t p e	p o t - p e	3716	1957	KNIFE		
2053	Akuntsu	KNIFE	kɨpetin	kɨpetin	k ɨ p ɛ + t ĩ n	k ɨ p ɛ + t ĩ n	1313	9533 14834	KNIFE DIMINUTIVE		
2627	Cinta-Larga	KNIFE	tape	tape	t a p e	- - t a p e	1314	9535	KNIFE		
2896	Gavião	KNIFE	tábekor	tábekor	t á b e k o ɾ	t á b e k o ɾ	1314	9535	KNIFE		
3250	Monde	KNIFE	tabe / tambeá	tabe	t a b e	- - t a b e	1314	9535	KNIFE		
3251	Monde	KNIFE	tabe / tambeá	tambeá	t a m/b e a	t a m/b e a	1314	9535	KNIFE		
3638	Matanau	KNIFE	nabékót	nabékót	n a b e k o t	n a b e k o t	1314	9535	KNIFE		
4053	Surui-Paiter	KNIFE	nãbekod	nãbekod	n ã b e k o d	n ã b e k o d	1314	9535	KNIFE		
4357	Karitiana	KNIFE	tãnh	tãnh	t ã nʰ	t ã nʰ - - - - - -	3711	1952	KNIFE		
4589	Arikem	KNIFE	ɲəi	ɲəi	ɲ əi	ɲ əi	1317	9534	KNIFE		
4849	Xipaya	KNIFE	kʷapá / medípa	kʷapá	kʷ a p a	- - kʷ a p a - - -	3710	1951	KNIFE		
5181	Juruna	KNIFE	kʷaha / mẽdʒíhá	kʷaha	kʷ a h a	kʷ a h a	3710	1951	KNIFE		
5539	Mundurukú	KNIFE	kisé	kisé	k i s e	- - k i s e - - -	1313	9533	KNIFE		
5881	Kuruaya	KNIFE	kura	kura	k u r a	- - k u r a - - -	3713	1954	KNIFE		
6214	Mawe	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE	YES	Through LGA
6549	Awetí	KNIFE	kɨte	kɨte	k ɨ t e	- - k ɨ - - t e -	1313	9533	KNIFE		
6882	Parakana	KNIFE	kɨʔe	kɨʔe	k ɨ ʔ e	- - k ɨ ʔ e - - -	1313	9533	KNIFE		
7175	Asuriní Tocantins	KNIFE	kɨhe	kɨhe	k ɨ h e	- - k ɨ h e - - -	1313	9533	KNIFE		
7454	Surui-Aikewara	KNIFE	kɨse	kɨse	k ɨ s e	- - k ɨ s e - - -	1313	9533	KNIFE		
